Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
16.12.2024 20:30;16.12.2024 20:45;3.301,50;3.304,75;3,25;-589,75
16.12.2024 20:45;16.12.2024 21:00;3.243,25;3.287,25;44,00;-634,50
16.12.2024 21:00;16.12.2024 21:15;3.200,50;3.245,00;44,50;-664,00
16.12.2024 21:15;16.12.2024 21:30;3.168,50;3.252,75;84,25;-717,75
16.12.2024 21:30;16.12.2024 21:45;3.161,75;3.250,00;88,25;-741,25
16.12.2024 21:45;16.12.2024 22:00;3.066,50;3.284,50;218,00;-806,75
16.12.2024 22:00;16.12.2024 22:15;3.090,00;3.230,25;140,25;-711,75
16.12.2024 22:15;16.12.2024 22:30;3.045,75;3.253,50;207,75;-757,25
16.12.2024 22:30;16.12.2024 22:45;2.996,50;3.270,25;273,75;-792,25
16.12.2024 22:45;16.12.2024 23:00;2.966,75;3.315,75;349,00;-816,50
16.12.2024 23:00;16.12.2024 23:15;2.932,75;3.227,25;294,50;-811,50
16.12.2024 23:15;16.12.2024 23:30;2.880,75;3.263,25;382,50;-848,50
16.12.2024 23:30;16.12.2024 23:45;2.833,00;3.315,00;482,00;-889,75
16.12.2024 23:45;17.12.2024 00:00;2.799,75;3.292,50;492,75;-909,50
17.12.2024 00:00;17.12.2024 00:15;2.747,75;3.190,75;443,00;-985,75
17.12.2024 00:15;17.12.2024 00:30;2.828,25;3.277,25;449,00;-907,00
17.12.2024 00:30;17.12.2024 00:45;2.823,75;3.290,00;466,25;-934,75
17.12.2024 00:45;17.12.2024 01:00;2.805,50;3.306,50;501,00;-919,75
17.12.2024 01:00;17.12.2024 01:15;2.724,25;3.223,75;499,50;-896,75
17.12.2024 01:15;17.12.2024 01:30;2.771,50;3.273,50;502,00;-885,25
17.12.2024 01:30;17.12.2024 01:45;2.766,00;3.291,75;525,75;-880,75
17.12.2024 01:45;17.12.2024 02:00;2.714,50;3.241,00;526,50;-886,00
17.12.2024 02:00;17.12.2024 02:15;2.668,75;3.208,75;540,00;-872,25
17.12.2024 02:15;17.12.2024 02:30;2.664,75;3.203,00;538,25;-847,00
17.12.2024 02:30;17.12.2024 02:45;2.672,50;3.211,00;538,50;-831,75
17.12.2024 02:45;17.12.2024 03:00;2.669,00;3.202,50;533,50;-817,50
17.12.2024 03:00;17.12.2024 03:15;2.726,25;3.249,50;523,25;-789,25
17.12.2024 03:15;17.12.2024 03:30;2.699,00;3.229,00;530,00;-828,50
17.12.2024 03:30;17.12.2024 03:45;2.733,25;3.257,75;524,50;-769,75
17.12.2024 03:45;17.12.2024 04:00;2.756,25;3.184,25;428,00;-722,00
17.12.2024 04:00;17.12.2024 04:15;2.761,00;3.211,50;450,50;-648,00
17.12.2024 04:15;17.12.2024 04:30;2.781,75;3.212,75;431,00;-603,00
17.12.2024 04:30;17.12.2024 04:45;2.824,50;3.266,25;441,75;-549,00
17.12.2024 04:45;17.12.2024 05:00;2.839,50;3.258,25;418,75;-528,00
17.12.2024 05:00;17.12.2024 05:15;2.920,25;3.332,00;411,75;-457,75
17.12.2024 05:15;17.12.2024 05:30;2.948,50;3.358,00;409,50;-369,25
17.12.2024 05:30;17.12.2024 05:45;2.954,00;3.314,25;360,25;-317,25
17.12.2024 05:45;17.12.2024 06:00;2.877,75;3.131,00;253,25;-317,75
17.12.2024 06:00;17.12.2024 06:15;3.033,00;3.266,75;233,75;-257,00
17.12.2024 06:15;17.12.2024 06:30;3.111,75;3.223,50;111,75;-178,00
17.12.2024 06:30;17.12.2024 06:45;3.218,50;3.317,00;98,50;-46,50
17.12.2024 06:45;17.12.2024 07:00;3.240,00;3.338,00;98,00;36,75
17.12.2024 07:00;17.12.2024 07:15;3.540,25;3.596,25;56,00;241,75
17.12.2024 07:15;17.12.2024 07:30;3.618,00;3.670,25;52,25;273,75
17.12.2024 07:30;17.12.2024 07:45;3.688,75;3.740,75;52,00;335,50
17.12.2024 07:45;17.12.2024 08:00;3.708,75;3.760,25;51,50;373,75
17.12.2024 08:00;17.12.2024 08:15;3.737,75;3.789,25;51,50;359,75
17.12.2024 08:15;17.12.2024 08:30;3.808,25;3.859,50;51,25;429,50
17.12.2024 08:30;17.12.2024 08:45;3.844,75;3.896,00;51,25;480,00
17.12.2024 08:45;17.12.2024 09:00;3.866,25;3.917,50;51,25;515,00
17.12.2024 09:00;17.12.2024 09:15;3.862,50;3.912,75;50,25;522,75
17.12.2024 09:15;17.12.2024 09:30;3.856,50;3.906,50;50,00;516,50
17.12.2024 09:30;17.12.2024 09:45;3.857,25;3.907,25;50,00;501,50
17.12.2024 09:45;17.12.2024 10:00;3.801,25;3.820,75;19,50;393,00
17.12.2024 10:00;17.12.2024 10:15;3.807,50;3.807,50;0,00;392,00
17.12.2024 10:15;17.12.2024 10:30;3.828,50;3.829,00;0,50;422,50
17.12.2024 10:30;17.12.2024 10:45;3.834,75;3.835,25;0,50;413,00
17.12.2024 10:45;17.12.2024 11:00;3.830,75;3.831,75;1,00;375,25
17.12.2024 11:00;17.12.2024 11:15;3.867,25;3.885,75;18,50;377,00
17.12.2024 11:15;17.12.2024 11:30;3.885,00;3.947,00;62,00;331,50
17.12.2024 11:30;17.12.2024 11:45;3.882,25;3.930,00;47,75;355,50
17.12.2024 11:45;17.12.2024 12:00;3.867,00;3.872,75;5,75;376,50
17.12.2024 12:00;17.12.2024 12:15;3.816,00;3.816,50;0,50;327,50
17.12.2024 12:15;17.12.2024 12:30;3.819,50;3.820,00;0,50;357,75
17.12.2024 12:30;17.12.2024 12:45;3.805,50;3.806,00;0,50;389,50
17.12.2024 12:45;17.12.2024 13:00;3.801,75;3.802,25;0,50;412,75
17.12.2024 13:00;17.12.2024 13:15;3.797,50;3.798,00;0,50;484,50
17.12.2024 13:15;17.12.2024 13:30;3.747,50;3.748,00;0,50;519,50
17.12.2024 13:30;17.12.2024 13:45;3.760,50;3.761,00;0,50;609,25
17.12.2024 13:45;17.12.2024 14:00;3.724,00;3.724,50;0,50;620,50
17.12.2024 14:00;17.12.2024 14:15;3.758,00;3.758,50;0,50;766,75
17.12.2024 14:15;17.12.2024 14:30;3.710,25;3.710,75;0,50;816,25
17.12.2024 14:30;17.12.2024 14:45;3.710,25;3.710,50;0,25;914,00
17.12.2024 14:45;17.12.2024 15:00;3.664,25;3.664,50;0,25;1.013,25
17.12.2024 15:00;17.12.2024 15:15;3.700,00;3.700,00;0,00;1.158,50
17.12.2024 15:15;17.12.2024 15:30;3.693,25;3.693,25;0,00;1.245,25
17.12.2024 15:30;17.12.2024 15:45;3.681,75;3.681,75;0,00;1.302,50
17.12.2024 15:45;17.12.2024 16:00;3.651,25;3.651,25;0,00;1.357,25
17.12.2024 16:00;17.12.2024 16:15;3.680,25;3.680,25;0,00;1.440,75
17.12.2024 16:15;17.12.2024 16:30;3.688,50;3.688,50;0,00;1.514,25
17.12.2024 16:30;17.12.2024 16:45;3.709,50;3.709,50;0,00;1.577,25
17.12.2024 16:45;17.12.2024 17:00;3.706,75;3.706,75;0,00;1.637,25
17.12.2024 17:00;17.12.2024 17:15;3.715,00;3.715,00;0,00;1.641,25
17.12.2024 17:15;17.12.2024 17:30;3.721,25;3.721,25;0,00;1.673,75
17.12.2024 17:30;17.12.2024 17:45;3.739,50;3.739,50;0,00;1.700,75
17.12.2024 17:45;17.12.2024 18:00;3.749,50;3.749,50;0,00;1.712,25
17.12.2024 18:00;17.12.2024 18:15;3.719,75;3.719,75;0,00;1.676,50
17.12.2024 18:15;17.12.2024 18:30;3.709,50;3.709,50;0,00;1.707,25
17.12.2024 18:30;17.12.2024 18:45;3.699,50;3.699,50;0,00;1.773,50
17.12.2024 18:45;17.12.2024 19:00;3.672,50;3.672,50;0,00;1.818,75
17.12.2024 19:00;17.12.2024 19:15;3.683,00;3.683,00;0,00;1.854,75
17.12.2024 19:15;17.12.2024 19:30;3.648,75;3.648,75;0,00;1.867,50
17.12.2024 19:30;17.12.2024 19:45;3.610,00;3.610,00;0,00;1.875,50
17.12.2024 19:45;17.12.2024 20:00;3.593,75;3.595,50;1,75;1.891,00
17.12.2024 20:00;17.12.2024 20:15;3.542,50;3.546,00;3,50;1.887,25
17.12.2024 20:15;17.12.2024 20:30;3.491,25;3.499,50;8,25;1.896,00
17.12.2024 20:30;17.12.2024 20:45;3.427,75;3.475,75;48,00;1.878,75
17.12.2024 20:45;17.12.2024 21:00;3.394,00;3.441,50;47,50;1.883,25
17.12.2024 21:00;17.12.2024 21:15;3.346,50;3.442,00;95,50;1.866,50
17.12.2024 21:15;17.12.2024 21:30;3.306,00;3.401,25;95,25;1.862,50
17.12.2024 21:30;17.12.2024 21:45;3.236,75;3.356,25;119,50;1.817,50
17.12.2024 21:45;17.12.2024 22:00;3.193,00;3.313,00;120,00;1.797,25
17.12.2024 22:00;17.12.2024 22:15;3.132,25;3.143,00;10,75;1.768,00
17.12.2024 22:15;17.12.2024 22:30;3.091,25;3.093,00;1,75;1.723,25
17.12.2024 22:30;17.12.2024 22:45;3.023,50;3.025,25;1,75;1.661,00
17.12.2024 22:45;17.12.2024 23:00;2.982,50;2.984,25;1,75;1.619,75
17.12.2024 23:00;17.12.2024 23:15;2.993,50;2.995,25;1,75;1.611,00
17.12.2024 23:15;17.12.2024 23:30;2.909,50;2.911,50;2,00;1.548,50
17.12.2024 23:30;17.12.2024 23:45;2.900,75;2.902,50;1,75;1.558,00
17.12.2024 23:45;18.12.2024 00:00;2.838,00;2.840,00;2,00;1.511,75
18.12.2024 00:00;18.12.2024 00:15;2.810,75;2.812,50;1,75;1.480,25
18.12.2024 00:15;18.12.2024 00:30;2.742,50;2.745,50;3,00;1.413,25
18.12.2024 00:30;18.12.2024 00:45;2.721,50;2.725,00;3,50;1.390,25
18.12.2024 00:45;18.12.2024 01:00;2.706,00;2.709,50;3,50;1.359,00
18.12.2024 01:00;18.12.2024 01:15;2.669,00;2.671,00;2,00;1.310,25
18.12.2024 01:15;18.12.2024 01:30;2.638,25;2.641,75;3,50;1.246,75
18.12.2024 01:30;18.12.2024 01:45;2.645,25;2.658,75;13,50;1.221,00
18.12.2024 01:45;18.12.2024 02:00;2.667,75;2.756,25;88,50;1.218,50
18.12.2024 02:00;18.12.2024 02:15;2.635,50;2.938,00;302,50;1.179,25
18.12.2024 02:15;18.12.2024 02:30;2.637,00;3.033,75;396,75;1.170,25
18.12.2024 02:30;18.12.2024 02:45;2.612,50;3.018,00;405,50;1.127,50
18.12.2024 02:45;18.12.2024 03:00;2.625,25;3.081,75;456,50;1.169,25
18.12.2024 03:00;18.12.2024 03:15;2.556,00;3.036,75;480,75;1.113,25
18.12.2024 03:15;18.12.2024 03:30;2.569,00;3.142,25;573,25;1.108,50
18.12.2024 03:30;18.12.2024 03:45;2.561,75;3.133,75;572,00;1.058,75
18.12.2024 03:45;18.12.2024 04:00;2.592,50;3.164,25;571,75;1.043,25
18.12.2024 04:00;18.12.2024 04:15;2.620,25;3.182,75;562,50;1.013,25
18.12.2024 04:15;18.12.2024 04:30;2.671,00;3.240,50;569,50;984,75
18.12.2024 04:30;18.12.2024 04:45;2.687,25;3.256,50;569,25;938,50
18.12.2024 04:45;18.12.2024 05:00;2.704,75;3.273,50;568,75;926,25
18.12.2024 05:00;18.12.2024 05:15;2.778,25;3.346,00;567,75;940,75
18.12.2024 05:15;18.12.2024 05:30;2.860,00;3.417,50;557,50;927,50
18.12.2024 05:30;18.12.2024 05:45;2.920,75;3.428,00;507,25;937,00
18.12.2024 05:45;18.12.2024 06:00;2.985,00;3.481,25;496,25;967,75
18.12.2024 06:00;18.12.2024 06:15;3.085,75;3.227,25;141,50;989,75
18.12.2024 06:15;18.12.2024 06:30;3.156,25;3.173,50;17,25;1.033,00
18.12.2024 06:30;18.12.2024 06:45;3.197,25;3.200,00;2,75;1.021,75
18.12.2024 06:45;18.12.2024 07:00;3.272,00;3.274,50;2,50;1.049,00
18.12.2024 07:00;18.12.2024 07:15;3.412,50;3.412,50;0,00;1.111,25
18.12.2024 07:15;18.12.2024 07:30;3.487,25;3.487,25;0,00;1.091,00
18.12.2024 07:30;18.12.2024 07:45;3.555,75;3.555,75;0,00;1.043,75
18.12.2024 07:45;18.12.2024 08:00;3.576,50;3.576,50;0,00;984,25
18.12.2024 08:00;18.12.2024 08:15;3.650,25;3.650,25;0,00;987,00
18.12.2024 08:15;18.12.2024 08:30;3.689,25;3.689,25;0,00;957,25
18.12.2024 08:30;18.12.2024 08:45;3.701,00;3.701,00;0,00;905,75
18.12.2024 08:45;18.12.2024 09:00;3.670,50;3.670,50;0,00;824,25
18.12.2024 09:00;18.12.2024 09:15;3.713,00;3.713,00;0,00;770,25
18.12.2024 09:15;18.12.2024 09:30;3.723,50;3.723,50;0,00;718,25
18.12.2024 09:30;18.12.2024 09:45;3.744,00;3.744,00;0,00;717,00
18.12.2024 09:45;18.12.2024 10:00;3.739,50;3.739,50;0,00;667,00
18.12.2024 10:00;18.12.2024 10:15;3.738,25;3.738,25;0,00;619,50
18.12.2024 10:15;18.12.2024 10:30;3.743,25;3.743,50;0,25;564,25
18.12.2024 10:30;18.12.2024 10:45;3.755,00;3.755,25;0,25;512,75
18.12.2024 10:45;18.12.2024 11:00;3.754,75;3.755,00;0,25;475,00
18.12.2024 11:00;18.12.2024 11:15;3.762,25;3.762,75;0,50;480,75
18.12.2024 11:15;18.12.2024 11:30;3.800,75;3.805,00;4,25;452,50
18.12.2024 11:30;18.12.2024 11:45;3.827,50;3.832,00;4,50;415,75
18.12.2024 11:45;18.12.2024 12:00;3.805,25;3.806,00;0,75;390,50
18.12.2024 12:00;18.12.2024 12:15;3.813,50;3.814,25;0,75;338,25
18.12.2024 12:15;18.12.2024 12:30;3.841,00;3.841,75;0,75;277,50
18.12.2024 12:30;18.12.2024 12:45;3.874,00;3.874,75;0,75;228,25
18.12.2024 12:45;18.12.2024 13:00;3.816,25;3.820,00;3,75;127,75
18.12.2024 13:00;18.12.2024 13:15;3.793,75;3.838,50;44,75;53,25
18.12.2024 13:15;18.12.2024 13:30;3.765,75;3.852,50;86,75;35,25
18.12.2024 13:30;18.12.2024 13:45;3.757,50;3.867,00;109,50;-17,25
18.12.2024 13:45;18.12.2024 14:00;3.741,75;3.897,25;155,50;-87,25
18.12.2024 14:00;18.12.2024 14:15;3.757,25;3.978,75;221,50;-79,50
18.12.2024 14:15;18.12.2024 14:30;3.771,00;3.989,75;218,75;-59,25
18.12.2024 14:30;18.12.2024 14:45;3.776,75;3.949,50;172,75;-32,25
18.12.2024 14:45;18.12.2024 15:00;3.786,25;3.930,75;144,50;-16,00
18.12.2024 15:00;18.12.2024 15:15;3.810,25;3.886,25;76,00;3,00
18.12.2024 15:15;18.12.2024 15:30;3.776,25;3.834,50;58,25;-1,50
18.12.2024 15:30;18.12.2024 15:45;3.790,75;3.847,25;56,50;8,00
18.12.2024 15:45;18.12.2024 16:00;3.770,00;3.841,25;71,25;-35,00
18.12.2024 16:00;18.12.2024 16:15;3.778,75;3.783,75;5,00;-5,25
18.12.2024 16:15;18.12.2024 16:30;3.805,50;3.807,25;1,75;-4,25
18.12.2024 16:30;18.12.2024 16:45;3.839,25;3.841,00;1,75;4,00
18.12.2024 16:45;18.12.2024 17:00;3.867,50;3.869,25;1,75;9,75
18.12.2024 17:00;18.12.2024 17:15;3.850,75;3.852,75;2,00;-41,75
18.12.2024 17:15;18.12.2024 17:30;3.880,50;3.882,50;2,00;-57,50
18.12.2024 17:30;18.12.2024 17:45;3.905,00;3.907,00;2,00;-77,25
18.12.2024 17:45;18.12.2024 18:00;3.906,50;3.908,50;2,00;-83,00
18.12.2024 18:00;18.12.2024 18:15;3.876,00;3.878,00;2,00;-131,50
18.12.2024 18:15;18.12.2024 18:30;3.861,25;3.863,25;2,00;-193,25
18.12.2024 18:30;18.12.2024 18:45;3.867,00;3.869,00;2,00;-206,00
18.12.2024 18:45;18.12.2024 19:00;3.847,75;3.849,75;2,00;-245,00
18.12.2024 19:00;18.12.2024 19:15;3.835,25;3.837,25;2,00;-250,00
18.12.2024 19:15;18.12.2024 19:30;3.770,50;3.772,25;1,75;-279,50
18.12.2024 19:30;18.12.2024 19:45;3.734,50;3.736,25;1,75;-308,25
18.12.2024 19:45;18.12.2024 20:00;3.716,00;3.718,00;2,00;-306,00
18.12.2024 20:00;18.12.2024 20:15;3.738,00;3.740,00;2,00;-304,25
18.12.2024 20:15;18.12.2024 20:30;3.684,25;3.686,25;2,00;-312,25
18.12.2024 20:30;18.12.2024 20:45;3.592,50;3.594,50;2,00;-352,50
18.12.2024 20:45;18.12.2024 21:00;3.548,25;3.563,25;15,00;-344,75
18.12.2024 21:00;18.12.2024 21:15;3.512,75;3.670,50;157,75;-336,50
18.12.2024 21:15;18.12.2024 21:30;3.487,25;3.646,25;159,00;-333,50
18.12.2024 21:30;18.12.2024 21:45;3.432,00;3.591,50;159,50;-292,25
18.12.2024 21:45;18.12.2024 22:00;3.399,50;3.604,75;205,25;-271,25
18.12.2024 22:00;18.12.2024 22:15;3.323,25;3.617,75;294,50;-252,50
18.12.2024 22:15;18.12.2024 22:30;3.273,25;3.568,50;295,25;-342,00
18.12.2024 22:30;18.12.2024 22:45;3.239,25;3.516,00;276,75;-292,00
18.12.2024 22:45;18.12.2024 23:00;3.230,50;3.527,50;297,00;-242,25
18.12.2024 23:00;18.12.2024 23:15;3.161,25;3.439,50;278,25;-257,00
18.12.2024 23:15;18.12.2024 23:30;3.118,50;3.408,75;290,25;-262,75
18.12.2024 23:30;18.12.2024 23:45;3.064,25;3.369,25;305,00;-256,25
18.12.2024 23:45;19.12.2024 00:00;3.032,00;3.370,50;338,50;-192,25
19.12.2024 00:00;19.12.2024 00:15;3.015,00;3.348,50;333,50;-149,00
19.12.2024 00:15;19.12.2024 00:30;2.969,00;3.320,75;351,75;-158,75
19.12.2024 00:30;19.12.2024 00:45;2.924,75;3.296,25;371,50;-176,25
19.12.2024 00:45;19.12.2024 01:00;2.899,50;3.274,50;375,00;-172,00
19.12.2024 01:00;19.12.2024 01:15;2.891,50;3.464,25;572,75;-159,00
19.12.2024 01:15;19.12.2024 01:30;2.842,00;3.415,50;573,50;-185,25
19.12.2024 01:30;19.12.2024 01:45;2.828,75;3.401,50;572,75;-239,25
19.12.2024 01:45;19.12.2024 02:00;2.779,25;3.342,25;563,00;-314,00
19.12.2024 02:00;19.12.2024 02:15;2.778,75;3.343,00;564,25;-332,75
19.12.2024 02:15;19.12.2024 02:30;2.784,25;3.354,00;569,75;-337,00
19.12.2024 02:30;19.12.2024 02:45;2.778,50;3.347,25;568,75;-355,75
19.12.2024 02:45;19.12.2024 03:00;2.785,25;3.353,25;568,00;-380,00
19.12.2024 03:00;19.12.2024 03:15;2.749,75;3.317,50;567,75;-394,75
19.12.2024 03:15;19.12.2024 03:30;2.714,00;3.284,00;570,00;-420,50
19.12.2024 03:30;19.12.2024 03:45;2.795,00;3.375,50;580,50;-452,75
19.12.2024 03:45;19.12.2024 04:00;2.840,50;3.430,75;590,25;-457,00
19.12.2024 04:00;19.12.2024 04:15;2.897,75;3.492,00;594,25;-393,50
19.12.2024 04:15;19.12.2024 04:30;2.911,00;3.495,75;584,75;-393,00
19.12.2024 04:30;19.12.2024 04:45;2.974,50;3.556,50;582,00;-321,00
19.12.2024 04:45;19.12.2024 05:00;3.010,75;3.591,75;581,00;-310,75
19.12.2024 05:00;19.12.2024 05:15;3.061,00;3.641,25;580,25;-295,00
19.12.2024 05:15;19.12.2024 05:30;3.088,50;3.653,00;564,50;-333,25
19.12.2024 05:30;19.12.2024 05:45;3.178,00;3.738,25;560,25;-310,25
19.12.2024 05:45;19.12.2024 06:00;3.220,50;3.751,75;531,25;-337,00
19.12.2024 06:00;19.12.2024 06:15;3.346,50;3.856,50;510,00;-348,75
19.12.2024 06:15;19.12.2024 06:30;3.411,25;3.878,75;467,50;-279,25
19.12.2024 06:30;19.12.2024 06:45;3.491,25;3.912,75;421,50;-240,75
19.12.2024 06:45;19.12.2024 07:00;3.583,25;3.995,00;411,75;-166,75
19.12.2024 07:00;19.12.2024 07:15;3.662,50;3.973,75;311,25;-103,50
19.12.2024 07:15;19.12.2024 07:30;3.716,00;4.002,50;286,50;-155,25
19.12.2024 07:30;19.12.2024 07:45;3.789,50;4.064,75;275,25;-181,50
19.12.2024 07:45;19.12.2024 08:00;3.804,75;3.940,75;136,00;-185,25
19.12.2024 08:00;19.12.2024 08:15;3.847,50;3.913,50;66,00;-165,00
19.12.2024 08:15;19.12.2024 08:30;3.830,00;3.833,25;3,25;-230,75
19.12.2024 08:30;19.12.2024 08:45;3.854,00;3.854,75;0,75;-271,00
19.12.2024 08:45;19.12.2024 09:00;3.869,75;3.870,50;0,75;-291,50
19.12.2024 09:00;19.12.2024 09:15;3.880,00;3.889,50;9,50;-306,50
19.12.2024 09:15;19.12.2024 09:30;3.903,00;3.913,75;10,75;-323,25
19.12.2024 09:30;19.12.2024 09:45;3.851,00;3.861,75;10,75;-414,00
19.12.2024 09:45;19.12.2024 10:00;3.903,00;3.904,00;1,00;-435,00
19.12.2024 10:00;19.12.2024 10:15;3.862,75;3.863,50;0,75;-493,50
19.12.2024 10:15;19.12.2024 10:30;3.886,50;3.887,25;0,75;-421,75
19.12.2024 10:30;19.12.2024 10:45;3.862,00;3.862,75;0,75;-418,00
19.12.2024 10:45;19.12.2024 11:00;3.868,25;3.869,25;1,00;-430,75
19.12.2024 11:00;19.12.2024 11:15;3.894,75;3.895,50;0,75;-433,00
19.12.2024 11:15;19.12.2024 11:30;3.874,75;3.875,50;0,75;-485,75
19.12.2024 11:30;19.12.2024 11:45;3.906,50;3.907,25;0,75;-453,50
19.12.2024 11:45;19.12.2024 12:00;3.851,75;3.852,50;0,75;-509,00
19.12.2024 12:00;19.12.2024 12:15;3.824,25;3.825,75;1,50;-508,00
19.12.2024 12:15;19.12.2024 12:30;3.872,00;3.872,75;0,75;-426,25
19.12.2024 12:30;19.12.2024 12:45;3.849,75;3.850,50;0,75;-421,00
19.12.2024 12:45;19.12.2024 13:00;3.772,25;3.775,25;3,00;-485,25
19.12.2024 13:00;19.12.2024 13:15;3.742,75;3.789,00;46,25;-473,50
19.12.2024 13:15;19.12.2024 13:30;3.746,50;3.801,50;55,00;-349,75
19.12.2024 13:30;19.12.2024 13:45;3.719,00;3.769,50;50,50;-324,00
19.12.2024 13:45;19.12.2024 14:00;3.683,50;3.730,50;47,00;-284,75
19.12.2024 14:00;19.12.2024 14:15;3.626,00;3.672,75;46,75;-265,00
19.12.2024 14:15;19.12.2024 14:30;3.628,75;3.631,25;2,50;-233,25
19.12.2024 14:30;19.12.2024 14:45;3.630,75;3.631,50;0,75;-134,50
19.12.2024 14:45;19.12.2024 15:00;3.601,75;3.613,00;11,25;-81,75
19.12.2024 15:00;19.12.2024 15:15;3.535,00;3.546,00;11,00;-73,75
19.12.2024 15:15;19.12.2024 15:30;3.562,50;3.563,75;1,25;-0,50
19.12.2024 15:30;19.12.2024 15:45;3.607,50;3.608,00;0,50;46,75
19.12.2024 15:45;19.12.2024 16:00;3.621,50;3.621,75;0,25;57,50
19.12.2024 16:00;19.12.2024 16:15;3.650,25;3.650,50;0,25;67,00
19.12.2024 16:15;19.12.2024 16:30;3.720,00;3.720,25;0,25;188,50
19.12.2024 16:30;19.12.2024 16:45;3.725,50;3.725,75;0,25;242,25
19.12.2024 16:45;19.12.2024 17:00;3.695,50;3.705,00;9,50;262,00
19.12.2024 17:00;19.12.2024 17:15;3.743,25;3.752,75;9,50;423,00
19.12.2024 17:15;19.12.2024 17:30;3.766,75;3.767,50;0,75;554,50
19.12.2024 17:30;19.12.2024 17:45;3.734,00;3.734,00;0,00;657,50
19.12.2024 17:45;19.12.2024 18:00;3.687,75;3.687,75;0,00;666,00
19.12.2024 18:00;19.12.2024 18:15;3.691,50;3.691,50;0,00;597,25
19.12.2024 18:15;19.12.2024 18:30;3.689,50;3.689,50;0,00;584,00
19.12.2024 18:30;19.12.2024 18:45;3.712,00;3.712,00;0,00;663,75
19.12.2024 18:45;19.12.2024 19:00;3.694,25;3.694,25;0,00;730,00
19.12.2024 19:00;19.12.2024 19:15;3.670,75;3.670,75;0,00;685,00
19.12.2024 19:15;19.12.2024 19:30;3.638,00;3.638,00;0,00;599,25
19.12.2024 19:30;19.12.2024 19:45;3.583,75;3.583,75;0,00;472,25
19.12.2024 19:45;19.12.2024 20:00;3.540,75;3.540,75;0,00;363,75
19.12.2024 20:00;19.12.2024 20:15;3.505,75;3.505,75;0,00;253,00
19.12.2024 20:15;19.12.2024 20:30;3.459,75;3.459,75;0,00;228,00
19.12.2024 20:30;19.12.2024 20:45;3.403,25;3.403,25;0,00;142,75
19.12.2024 20:45;19.12.2024 21:00;3.376,25;3.376,25;0,00;128,75
19.12.2024 21:00;19.12.2024 21:15;3.129,00;3.129,00;0,00;27,25
19.12.2024 21:15;19.12.2024 21:30;3.076,00;3.076,00;0,00;14,25
19.12.2024 21:30;19.12.2024 21:45;3.030,00;3.030,00;0,00;-99,25
19.12.2024 21:45;19.12.2024 22:00;3.015,50;3.018,50;3,00;-131,00
19.12.2024 22:00;19.12.2024 22:15;2.945,75;3.032,25;86,50;-273,00
19.12.2024 22:15;19.12.2024 22:30;2.948,75;3.038,75;90,00;-339,75
19.12.2024 22:30;19.12.2024 22:45;2.900,00;3.040,25;140,25;-420,00
19.12.2024 22:45;19.12.2024 23:00;2.842,50;3.018,75;176,25;-554,50
19.12.2024 23:00;19.12.2024 23:15;2.816,50;2.992,75;176,25;-622,50
19.12.2024 23:15;19.12.2024 23:30;2.764,75;2.972,75;208,00;-697,00
19.12.2024 23:30;19.12.2024 23:45;2.747,00;2.994,25;247,25;-730,50
19.12.2024 23:45;20.12.2024 00:00;2.687,75;3.003,75;316,00;-842,25
20.12.2024 00:00;20.12.2024 00:15;2.575,25;2.917,25;342,00;-860,50
20.12.2024 00:15;20.12.2024 00:30;2.567,75;2.951,50;383,75;-845,00
20.12.2024 00:30;20.12.2024 00:45;2.503,75;2.965,00;461,25;-900,00
20.12.2024 00:45;20.12.2024 01:00;2.485,50;2.970,50;485,00;-899,00
20.12.2024 01:00;20.12.2024 01:15;2.452,25;2.940,25;488,00;-900,75
20.12.2024 01:15;20.12.2024 01:30;2.467,75;2.948,00;480,25;-877,25
20.12.2024 01:30;20.12.2024 01:45;2.454,00;2.987,50;533,50;-906,75
20.12.2024 01:45;20.12.2024 02:00;2.418,00;2.976,50;558,50;-935,25
20.12.2024 02:00;20.12.2024 02:15;2.381,75;2.921,50;539,75;-958,00
20.12.2024 02:15;20.12.2024 02:30;2.392,75;2.943,00;550,25;-930,75
20.12.2024 02:30;20.12.2024 02:45;2.429,00;2.975,75;546,75;-886,00
20.12.2024 02:45;20.12.2024 03:00;2.434,25;2.988,50;554,25;-885,00
20.12.2024 03:00;20.12.2024 03:15;2.380,50;2.936,75;556,25;-962,50
20.12.2024 03:15;20.12.2024 03:30;2.407,25;2.970,25;563,00;-964,25
20.12.2024 03:30;20.12.2024 03:45;2.435,25;3.009,50;574,25;-947,50
20.12.2024 03:45;20.12.2024 04:00;2.436,75;3.006,50;569,75;-958,75
20.12.2024 04:00;20.12.2024 04:15;2.515,50;3.098,75;583,25;-921,50
20.12.2024 04:15;20.12.2024 04:30;2.560,50;3.142,50;582,00;-885,00
20.12.2024 04:30;20.12.2024 04:45;2.566,50;3.142,00;575,50;-906,25
20.12.2024 04:45;20.12.2024 05:00;2.590,75;3.125,50;534,75;-913,50
20.12.2024 05:00;20.12.2024 05:15;2.784,50;3.365,75;581,25;-792,25
